datetime,Atlanta_broken clouds,Atlanta_drizzle,Atlanta_few clouds,Atlanta_fog,Atlanta_haze,Atlanta_heavy intensity drizzle,Atlanta_heavy intensity rain,Atlanta_heavy snow,Atlanta_light intensity drizzle,Atlanta_light intensity shower rain,Atlanta_light rain,Atlanta_light shower snow,Atlanta_light snow,Atlanta_mist,Atlanta_moderate rain,Atlanta_overcast clouds,Atlanta_proximity thunderstorm,Atlanta_proximity thunderstorm with rain,Atlanta_scattered clouds,Atlanta_sky is clear,Atlanta_smoke,Atlanta_snow,Atlanta_squalls,Atlanta_thunderstorm,Atlanta_thunderstorm with drizzle,Atlanta_thunderstorm with heavy rain,Atlanta_thunderstorm with light drizzle,Atlanta_thunderstorm with light rain,Atlanta_thunderstorm with rain,Atlanta_very heavy rain,Atlanta_nan,humidity,wind_direction,temperature,pressure,wind_speed
2012-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22734414734227762,0.0,0.0,0.0,0.0,0.059226962510139196,0.0,0.0,0.0,0.06404320906781488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25504677902435346,0.05752777390616645,0.14935776003473378,0.13822933489739128,0.04922403321712329
2012-11-17,0.0,0.0,0.0,0.07220474807392345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015658127615298962,0.0,0.06108361182974201,0.0,0.0,0.0,0.22346824018826775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23628875020872808,0.023092889722300378,0.17224395603089426,0.17870117154961948,0.017258504781225568
2012-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1145031291560482,0.0,0.0,0.0,0.0,0.0,0.23771754700122394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24562601087504204,0.026776916565147708,0.1494440299059673,0.23073350507365598,0.025902112782295064
2012-11-19,0.08574211341775036,0.0,0.04255643206777404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014331925398190254,0.2161926188049572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19253199156317732,0.03232656054817715,0.16200763068522542,0.23526720302933454,0.027065690800546174
2012-11-20,0.0,0.0,0.027723477911271405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249168463907886,0.0,0.1037976166227888,0.0,0.0,0.039720340774459115,0.12832700951201303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2540983057364903,0.05490486314298443,0.15162504950369285,0.20352004016881478,0.011366450236696692
2012-11-21,0.07906448978971115,0.0,0.012047977005971947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014164835644788471,0.0,0.12772597563186006,0.0,0.0,0.0,0.09621714523422899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22900792469345232,0.07126100058458552,0.17646970524399086,0.18440452979008992,0.009636416381320756
2012-11-22,0.03848052137105858,0.0,0.05634399602155196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029152912256859786,0.0,0.01453270754795974,0.0,0.0,0.014561440583778474,0.18911073963492678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23403885276446504,0.05685456453572398,0.17153780518495346,0.18596647349912213,0.009419986599600014
2012-11-23,0.0,0.0,0.0,0.0,0.016885919465266002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07193052600799926,0.0,0.0,0.0,0.0,0.0,0.2741935739762502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23051647148865803,0.01186571724400414,0.18004516374707888,0.21016635865933733,0.004396269411406141
2012-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04106926580939113,0.0,0.022521556321960456,0.0,0.0,0.02264420358191727,0.23722532937761678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23326821667429998,0.08889957115735188,0.15144057142692577,0.18123781664689423,0.021693469003642454
2012-11-25,0.0,0.0,0.010722324947984146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010802061992264899,0.0,0.0,0.0,0.28015036931242926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13767068504674815,0.2312837670054906,0.12360859997198527,0.16481688974435318,0.05241785906597344
